chromophore,solvent,absorption,emission,q_yield,mwt,s_shift,charge
CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,356.0,468.0,0.93,883.148,112.0,0
c1ccc(N2c3ccccc3C3(c4ccccc4-c4ccccc43)c3ccccc32)cc1,ClCCl,310.0,,,407.51474,,0
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5-4)c4ccccc4N(c4ccccc4)c4ccccc43)cc2)cc1,ClCCl,372.0,451.0,0.82,894.13118,79.0,0
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5ccccc5Oc5ccccc53)c3cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc3-4)cc2)cc1,ClCCl,372.0,457.0,0.91,819.01748,85.0,0
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5O4)c4ccccc4-c4ccccc43)cc2)cc1,ClCCl,345.0,419.0,0.47,819.01748,74.0,0
O=S1(=O)c2ccccc2C2(c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc3-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc32)c2ccccc21,ClCCl,380.0,460.0,0.83,867.08248,80.0,0
O=S1(=O)c2ccccc2C2(c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc32)c2ccccc21,ClCCl,346.0,427.0,0.81,863.05072,81.0,0
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5ccccc5Sc5ccccc53)c3cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc3-4)cc2)cc1,ClCCl,375.0,457.0,0.81,835.08448,82.0,0
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5-4)c4ccccc4N(c4ccccc4)c4ccccc43)cc2)cc1,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,,432.0,0.86,894.13118,,0
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5ccccc5Oc5ccccc53)c3cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc3-4)cc2)cc1,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,,441.0,0.9,819.01748,,0
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5O4)c4ccccc4-c4ccccc43)cc2)cc1,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,,407.0,0.45,819.01748,,0
O=S1(=O)c2ccccc2C2(c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc3-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc32)c2ccccc21,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,,448.0,0.9,867.08248,,0
O=S1(=O)c2ccccc2C2(c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc32)c2ccccc21,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,,412.0,0.86,863.05072,,0
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5ccccc5Sc5ccccc53)c3cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc3-4)cc2)cc1,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,,438.0,0.88,835.08448,,0
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5-4)c4ccccc4N(c4ccccc4)c4ccccc43)cc2)cc1,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5-4)c4ccccc4N(c4ccccc4)c4ccccc43)cc2)cc1,,449.0,,894.13118,,0
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5ccccc5Oc5ccccc53)c3cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc3-4)cc2)cc1,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5ccccc5Oc5ccccc53)c3cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc3-4)cc2)cc1,,457.0,,819.01748,,0
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5O4)c4ccccc4-c4ccccc43)cc2)cc1,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5O4)c4ccccc4-c4ccccc43)cc2)cc1,,425.0,,819.01748,,0
O=S1(=O)c2ccccc2C2(c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc3-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc32)c2ccccc21,O=S1(=O)c2ccccc2C2(c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc3-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc32)c2ccccc21,,445.0,,867.08248,,0
O=S1(=O)c2ccccc2C2(c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc32)c2ccccc21,O=S1(=O)c2ccccc2C2(c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc32)c2ccccc21,,471.0,,863.05072,,0
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5ccccc5Sc5ccccc53)c3cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc3-4)cc2)cc1,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5ccccc5Sc5ccccc53)c3cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc3-4)cc2)cc1,,457.0,,835.08448,,0
CN(C)c1ccc(-c2ccc(-c3cc(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c3-c3ccccc3)nc2)cc1,ClC(Cl)Cl,332.0,429.0,0.33,578.75696,97.0,0
CN(C)c1ccc(-c2ccc(-c3cc(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,ClC(Cl)Cl,323.0,373.0,0.14,577.7689,50.0,0
CN(C)c1ccc(-c2ccc(-c3cc(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c3-c3ccccc3)s2)cc1,ClC(Cl)Cl,362.0,419.0,0.35,583.79702,57.0,0
COc1cc(-c2cc(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)c(OC)cc1-c1ccc(N(C)C)cc1,ClC(Cl)Cl,329.0,396.0,0.07,637.82066,67.0,0
O=c1c2ccccc2n(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccccc12,ClCCl,394.0,408.0,0.018,514.62644,14.0,0
O=c1c2ccccc2n(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2ccccc12,ClCCl,394.0,404.0,0.28,512.61056,10.0,0
O=c1c2ccccc2n(-c2ccc(-c3ccc(-n4c5ccccc5c(=O)c5ccccc54)cc3)cc2)c2ccccc12,ClCCl,394.0,405.0,0.31,540.62056,11.0,0
c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2c1c1c3ccccc3ccc1c1ccccc21,C1CCOC1,377.0,417.0,,466.58168,40.0,0
c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc4c(c3)C3(c5cc(-c6cc(-c7ccccc7)cc(-c7ccccc7)c6)ccc5-4)c4ccccc4-c4c3c3c5ccccc5ccc3c3ccccc43)c2)cc1,C1CCOC1,379.0,420.0,,923.16824,41.0,0
c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc4c(c3)C3(c5ccccc5-4)c4ccccc4-c4c3c3c5ccccc5c(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc3c3ccccc43)c2)cc1,C1CCOC1,387.0,440.0,,923.16824,53.0,0
c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2c1c1c3ccccc3ccc1c1ccccc21,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2c1c1c3ccccc3ccc1c1ccccc21,387.0,436.0,,466.58168,49.0,0
c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc4c(c3)C3(c5cc(-c6cc(-c7ccccc7)cc(-c7ccccc7)c6)ccc5-4)c4ccccc4-c4c3c3c5ccccc5ccc3c3ccccc43)c2)cc1,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc4c(c3)C3(c5cc(-c6cc(-c7ccccc7)cc(-c7ccccc7)c6)ccc5-4)c4ccccc4-c4c3c3c5ccccc5ccc3c3ccccc43)c2)cc1,389.0,436.0,,923.16824,47.0,0
c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc4c(c3)C3(c5ccccc5-4)c4ccccc4-c4c3c3c5ccccc5c(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc3c3ccccc43)c2)cc1,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc4c(c3)C3(c5ccccc5-4)c4ccccc4-c4c3c3c5ccccc5c(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc3c3ccccc43)c2)cc1,396.0,454.0,,923.16824,58.0,0
c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2c1c1c3ccccc3ccc1c1ccccc21,Cc1ccccc1,,,0.61,466.58168,,0
c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc4c(c3)C3(c5cc(-c6cc(-c7ccccc7)cc(-c7ccccc7)c6)ccc5-4)c4ccccc4-c4c3c3c5ccccc5ccc3c3ccccc43)c2)cc1,Cc1ccccc1,,,0.59,923.16824,,0
c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc4c(c3)C3(c5ccccc5-4)c4ccccc4-c4c3c3c5ccccc5c(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc3c3ccccc43)c2)cc1,Cc1ccccc1,,,0.87,923.16824,,0
CCCCOc1ccc(-c2cc(-c3ccc(OCCCC)cc3)c3ccc4c(-c5ccc(OCCCC)cc5)cc(-c5ccc(OCCCC)cc5)c5ccc2c3c54)cc1,ClC(Cl)Cl,394.0,433.0,,795.07252,39.0,0
CCCCOc1ccc(-c2cc(-c3ccc(OCCCC)cc3)c3ccc4c(-c5ccc(OCCCC)cc5)cc(-c5ccc(OCCCC)cc5)c5ccc2c3c54)cc1,CCCCOc1ccc(-c2cc(-c3ccc(OCCCC)cc3)c3ccc4c(-c5ccc(OCCCC)cc5)cc(-c5ccc(OCCCC)cc5)c5ccc2c3c54)cc1,396.0,462.0,,795.07252,66.0,0
O=S1(=O)Nc2ccc3c(c2-c2ccccc21)-c1ccccc1S(=O)(=O)N3,ClCCl,,425.0,,384.43528,,0
CN1c2ccc3c(c2-c2ccccc2S1(=O)=O)-c1ccccc1S(=O)(=O)N3C,ClCCl,350.0,443.0,,412.48904,93.0,0
CN1c2ccc3c(c2-c2ccccc2S1(=O)=O)-c1ccccc1S(=O)(=O)N3C,CN1c2ccc3c(c2-c2ccccc2S1(=O)=O)-c1ccccc1S(=O)(=O)N3C,390.0,432.0,,412.48904,42.0,0
c1ccc2c(c1)OB1Oc3ccccc3-c3c1c-2c1c2c3-c3ccccc3OB2Oc2ccccc2-1,ClCCl,405.0,430.0,0.68,462.07504,25.0,0
CC(C)(C)c1ccc2c(c1)-c1c3c(c4c5c1-c1cc(C(C)(C)C)ccc1OB5Oc1ccc(C(C)(C)C)cc1-4)-c1cc(C(C)(C)C)ccc1OB3O2,ClCCl,411.0,436.0,0.65,686.50512,25.0,0
c1ccc2c(c1)OB1Oc3ccccc3-c3c1c-2c1c2c3-c3ccccc3OB2Oc2ccccc2-1,c1ccc2c(c1)OB1Oc3ccccc3-c3c1c-2c1c2c3-c3ccccc3OB2Oc2ccccc2-1,,471.875,0.46,462.07504,,0
CC(C)(C)c1ccc2c(c1)-c1c3c(c4c5c1-c1cc(C(C)(C)C)ccc1OB5Oc1ccc(C(C)(C)C)cc1-4)-c1cc(C(C)(C)C)ccc1OB3O2,CC(C)(C)c1ccc2c(c1)-c1c3c(c4c5c1-c1cc(C(C)(C)C)ccc1OB5Oc1ccc(C(C)(C)C)cc1-4)-c1cc(C(C)(C)C)ccc1OB3O2,,467.1111111,0.26,686.50512,,0
Cc1cc(C)c(B2c3cc(C(C)(C)C)ccc3-c3cccc4cc(C(C)(C)C)cc2c34)c(C)c1,C1CCCCC1,409.0,431.0,0.8,444.46778,22.0,0
Cc1cc(C)c(B2c3cc(C(C)(C)C)cc4ccc5ccc6cc(C(C)(C)C)cc2c6c5c34)c(C)c1,C1CCCCC1,427.0,430.0,0.79,468.48978,3.0,0
Cc1cc(C)c(B2c3cc(C(C)(C)C)ccc3-c3cc4ccccc4c4cc(C(C)(C)C)cc2c34)c(C)c1,C1CCCCC1,408.0,420.0,0.83,494.52766,12.0,0
Cc1cc(C)c(B2c3cc(C(C)(C)C)cc4ccc5c6ccccc6c6cc(C(C)(C)C)cc2c6c5c34)c(C)c1,C1CCCCC1,424.0,433.0,0.72,518.54966,9.0,0
Cc1cc(C)c(B2c3cc(C(C)(C)C)cc4c5ccccc5c5c6ccccc6c6cc(C(C)(C)C)cc2c6c5c34)c(C)c1,C1CCCCC1,429.0,439.0,0.7,568.60954,10.0,0
Cc1cc(C)c(B2c3cc(C(C)(C)C)ccc3-c3c(-c4ccccc4)ccc4cc(C(C)(C)C)cc2c34)c(C)c1,C1CCCCC1,406.0,470.0,0.91,520.56554,64.0,0
COC(=O)C1(C(=O)OC)Cc2c(C#Cc3ccccc3)c(-c3ccccc3)c3c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c3c2C1,C1CCOC1,339.516129,416.3306452,,764.9186,76.81451620000001,0
COC(=O)C1(C(=O)OC)Cc2c(C#Cc3ccc(OC)cc3)c(-c3ccc(OC)cc3)c3c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c3c2C1,C1CCOC1,348.891129,421.7741935,,824.97036,72.88306450000005,0
COC(=O)c1ccc(C#Cc2c3c(c4c(-c5ccccc5)c(-c5ccccc5)c(-c5ccccc5)c(-c5ccccc5)c4c2-c2ccc(C(=O)OC)cc2)CC(C(=O)OC)(C(=O)OC)C3)cc1,C1CCOC1,347.3790323,432.358871,,880.99036,84.97983870000002,0
Cc1cc(C)c2c(c1)c1cc(C)cc(C)c1n2-c1ccc2c(c1)Oc1cc3c(cc1B2c1c(C(C)C)cc(C(C)C)cc1C(C)C)B(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c1ccccc1O3,Cc1ccccc1,,458.0,0.62,907.89474,,0
Cc1cc(C)c2c(c1)c1cc(C)cc(C)c1n2-c1ccc2c(c1)Oc1cc3c(cc1B2c1c(C(C)C)cc(C(C)C)cc1C(C)C)B(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c1ccccc1O3,O=P(c1ccccc1)(c1ccccc1)c1ccc2oc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3c2c1,,476.0,1.0,907.89474,,0
F[B-]1(F)n2c(cc3c4ccccc4c4ccccc4c32)-c2ccc3ccccc3[n+]21,ClCCl,476.0,585.0,0.9,392.2151,109.0,0
c1cc2c3c(c1)ccc1[n+]3[B-]3(Oc4cccc5ccc6[n+](c45)[B-](O2)(O3)n2c-6cc3c4ccccc4c4ccccc4c32)n2c-1cc1c3ccccc3c3ccccc3c12,ClCCl,472.0,568.0,0.89,754.41932,96.0,0
O=[N+]([O-])c1cccc2c1ccc1[n+]2[B-](F)(F)n2c-1cc1c3ccccc3c3ccccc3c12,ClCCl,518.0,633.0,0.03,437.21216,115.0,0
O=[N+]([O-])c1ccc2c(ccc3[n+]2[B-](F)(F)n2c-3cc3c4ccccc4c4ccccc4c32)c1,ClCCl,530.0,631.0,0.39,437.21216,101.0,0
Nc1ccc2c(ccc3[n+]2[B-](F)(F)n2c-3cc3c4ccccc4c4ccccc4c32)c1,ClCCl,482.0,577.0,0.81,407.23004,95.0,0
F[B-]1(F)n2c(cc3c4ccccc4c4ccccc4c32)-c2ccc3ccccc3[n+]21,F[B-]1(F)n2c(cc3c4ccccc4c4ccccc4c32)-c2ccc3ccccc3[n+]21,,623.0720607,,392.2151,,0
c1cc2c3c(c1)ccc1[n+]3[B-]3(Oc4cccc5ccc6[n+](c45)[B-](O2)(O3)n2c-6cc3c4ccccc4c4ccccc4c32)n2c-1cc1c3ccccc3c3ccccc3c12,c1cc2c3c(c1)ccc1[n+]3[B-]3(Oc4cccc5ccc6[n+](c45)[B-](O2)(O3)n2c-6cc3c4ccccc4c4ccccc4c32)n2c-1cc1c3ccccc3c3ccccc3c12,,608.4070796,,754.41932,,0
O=[N+]([O-])c1cccc2c1ccc1[n+]2[B-](F)(F)n2c-1cc1c3ccccc3c3ccccc3c12,O=[N+]([O-])c1cccc2c1ccc1[n+]2[B-](F)(F)n2c-1cc1c3ccccc3c3ccccc3c12,,639.2541087,,437.21216,,0
Nc1cccc2c1ccc1[n+]2[B-](F)(F)n2c-1cc1c3ccccc3c3ccccc3c12,Nc1cccc2c1ccc1[n+]2[B-](F)(F)n2c-1cc1c3ccccc3c3ccccc3c12,,642.0353982,,407.23004,,0
O=[N+]([O-])c1ccc2c(ccc3[n+]2[B-](F)(F)n2c-3cc3c4ccccc4c4ccccc4c32)c1,O=[N+]([O-])c1ccc2c(ccc3[n+]2[B-](F)(F)n2c-3cc3c4ccccc4c4ccccc4c32)c1,,657.7117573,,437.21216,,0
Nc1ccc2c(ccc3[n+]2[B-](F)(F)n2c-3cc3c4ccccc4c4ccccc4c32)c1,Nc1ccc2c(ccc3[n+]2[B-](F)(F)n2c-3cc3c4ccccc4c4ccccc4c32)c1,,588.1795196,,407.23004,,0
C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,ClCCl,398.0,480.0,0.86,692.9036,82.0,0
N#Cc1cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)ccc1-c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1C#N,ClCCl,386.0,472.0,0.96,742.92372,86.0,0
N#Cc1cc(-c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C#N)c2)ccc1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,428.0,541.0,0.37,742.92372,113.0,0
N#Cc1cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)ccc1/C=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,ClCCl,433.0,560.0,0.61,743.95154,127.0,0
N#Cc1cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)ccc1/C=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1C#N,ClCCl,447.0,614.0,0.41,768.9616,167.0,0
N#Cc1cc(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C#N)c2)ccc1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,429.0,577.0,0.32,768.9616,148.0,0
c1ccc(C2=C(c3ccccc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,ClCCl,494.0,553.0,0.54,422.48592,59.0,0
Cc1ccc(C2=C(c3ccc(C)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,ClCCl,498.0,559.0,0.43,450.53968,61.0,0
COc1ccc(C2=C(c3ccc(OC)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,ClCCl,500.0,572.0,0.48,482.53768,72.0,0
Fc1ccc(C2=C(c3ccc(F)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,ClCCl,490.0,544.0,0.35,458.46604,54.0,0
Clc1ccc(C2=C(c3ccc(Cl)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,ClCCl,489.0,540.0,0.37,491.37604,51.0,0
Brc1ccc(C2=C(c3ccc(Br)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,ClCCl,488.0,539.0,0.39,580.27804,51.0,0
c1ccc2c(C3=C(c4cccc5ccccc45)c4cccc5c4c(cc4nc6ccccc6nc45)O3)cccc2c1,ClCCl,486.0,538.0,0.32,522.60568,52.0,0
CC1=C(c2ccccc2)Oc2cc3nc4ccccc4nc3c3cccc1c23,ClCCl,495.0,554.0,0.45,360.41504,59.0,0
CCCC1=C(CCC)c2cccc3c2c(cc2nc4ccccc4nc23)O1,ClCCl,499.0,563.0,0.52,354.45168,64.0,0
CCCCC1=C(CCCC)c2cccc3c2c(cc2nc4ccccc4nc23)O1,ClCCl,503.0,567.0,0.65,382.50544,64.0,0
Cc1ccc2nc3cc4c5c(cccc5c3nc2c1)C(c1ccccc1)=C(c1ccccc1)O4,ClCCl,491.0,544.0,0.37,436.5128,53.0,0
c1ccc(C2=C(c3ccccc3)c3cccc4c3c(cc3nc5cc(-c6ccccc6)c(-c6ccccc6)cc5nc34)O2)cc1,ClCCl,507.0,559.0,0.86,574.68144,52.0,0
c1ccc(C2=C(c3ccccc3)c3cccc4c3c(cc3nc5c(-c6ccccc6)ccc(-c6ccccc6)c5nc34)O2)cc1,ClCCl,503.0,551.0,0.23,574.68144,48.0,0
c1ccc(C2=C(c3ccccc3)c3cccc4c3c(cc3nc5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)c(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5nc34)O2)cc1,ClCCl,516.0,568.0,0.37,909.10236,52.0,0
N#CC1N=c2cc3c4c(cccc4c2=NC1C#N)C(c1ccccc1)=C(c1ccccc1)O3,ClCCl,501.0,594.0,0.17,424.46204,93.0,0
c1ccc(C2=C(c3ccccc3)c3cccc4c5c(cc(c34)O2)=NC2CCCCC2N=5)cc1,ClCCl,431.0,545.0,0.52,428.53356,114.0,0
COc1ccc(C2=C(c3ccc(OC)cc3)c3cccc4c5c(cc(c34)O2)=NC2C=C(Br)C(Br)=CC2N=5)cc1,ClCCl,526.0,609.0,0.28,642.34568,83.0,0
c1ccc(C2=C(c3ccccc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,c1ccc(C2=C(c3ccccc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,508.0,590.0,,422.48592,82.0,0
Cc1ccc(C2=C(c3ccc(C)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,Cc1ccc(C2=C(c3ccc(C)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,511.0,585.0,,450.53968,74.0,0
COc1ccc(C2=C(c3ccc(OC)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,COc1ccc(C2=C(c3ccc(OC)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,514.0,604.0,,482.53768,90.0,0
Fc1ccc(C2=C(c3ccc(F)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,Fc1ccc(C2=C(c3ccc(F)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,504.0,619.0,,458.46604,115.0,0
Clc1ccc(C2=C(c3ccc(Cl)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,Clc1ccc(C2=C(c3ccc(Cl)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,496.0,565.0,,491.37604,69.0,0
Brc1ccc(C2=C(c3ccc(Br)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,Brc1ccc(C2=C(c3ccc(Br)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,501.0,565.0,,580.27804,64.0,0
c1ccc2c(C3=C(c4cccc5ccccc45)c4cccc5c4c(cc4nc6ccccc6nc45)O3)cccc2c1,c1ccc2c(C3=C(c4cccc5ccccc45)c4cccc5c4c(cc4nc6ccccc6nc45)O3)cccc2c1,498.0,566.0,,522.60568,68.0,0
CC1=C(c2ccccc2)Oc2cc3nc4ccccc4nc3c3cccc1c23,CC1=C(c2ccccc2)Oc2cc3nc4ccccc4nc3c3cccc1c23,497.0,566.0,,360.41504,69.0,0
CC1=C(C)c2cccc3c2c(cc2nc4ccccc4nc23)O1,CC1=C(C)c2cccc3c2c(cc2nc4ccccc4nc23)O1,550.0,599.0,,298.34416,49.0,0
CCC1=C(CC)c2cccc3c2c(cc2nc4ccccc4nc23)O1,CCC1=C(CC)c2cccc3c2c(cc2nc4ccccc4nc23)O1,527.0,579.0,,326.39792,52.0,0
CCCC1=C(CCC)c2cccc3c2c(cc2nc4ccccc4nc23)O1,CCCC1=C(CCC)c2cccc3c2c(cc2nc4ccccc4nc23)O1,503.0,581.0,,354.45168,78.0,0
CCCCC1=C(CCCC)c2cccc3c2c(cc2nc4ccccc4nc23)O1,CCCCC1=C(CCCC)c2cccc3c2c(cc2nc4ccccc4nc23)O1,510.0,588.0,,382.50544,78.0,0
Cc1ccc2nc3cc4c5c(cccc5c3nc2c1)C(c1ccccc1)=C(c1ccccc1)O4,Cc1ccc2nc3cc4c5c(cccc5c3nc2c1)C(c1ccccc1)=C(c1ccccc1)O4,503.0,573.0,,436.5128,70.0,0
Brc1cc2nc3cc4c5c(cccc5c3nc2cc1Br)C(c1ccccc1)=C(c1ccccc1)O4,Brc1cc2nc3cc4c5c(cccc5c3nc2cc1Br)C(c1ccccc1)=C(c1ccccc1)O4,529.0,616.0,,580.27804,87.0,0
c1ccc(C2=C(c3ccccc3)c3cccc4c3c(cc3nc5cc(-c6ccccc6)c(-c6ccccc6)cc5nc34)O2)cc1,c1ccc(C2=C(c3ccccc3)c3cccc4c3c(cc3nc5cc(-c6ccccc6)c(-c6ccccc6)cc5nc34)O2)cc1,521.0,607.0,,574.68144,86.0,0
c1ccc(C2=C(c3ccccc3)c3cccc4c3c(cc3nc5c(-c6ccccc6)ccc(-c6ccccc6)c5nc34)O2)cc1,c1ccc(C2=C(c3ccccc3)c3cccc4c3c(cc3nc5c(-c6ccccc6)ccc(-c6ccccc6)c5nc34)O2)cc1,509.0,582.0,,574.68144,73.0,0
